temp,hum,delta_t,delta_h,future_heat_index
29.869021545015713,76.41727713088854,0.08885050046662692,0.16024908573873878,38.56036991697467
37.35928598332891,69.12433648548541,-0.6676721793550506,-0.18296380365665268,43.80502856951146
34.51592124354826,58.92874273288475,0.1900989255029816,0.8497304120263085,41.83981408973612
32.78256029456148,81.62077588681268,0.3052928726419116,1.148042780153501,43.353577731213825
27.028242325751673,75.81290276492456,0.2798952239655199,-0.9431873526095393,35.65193082320053
27.027928764370635,52.317762270520106,0.5403903627773109,-1.5974795442693337,33.015607541785165
25.75508695818659,85.99172330222291,0.41696107727445203,-2.2034464477239557,35.30855909329934
36.26028989507416,82.01417593154261,0.22959003961421834,0.6095895922950524,46.511682789084645
32.81449515266171,87.74099609813658,-0.035082855729323514,-1.3240399274086483,42.3057503539722
34.20494351134859,77.6573778774762,-0.8304804667579957,-2.5834687115429795,40.3246285186549
25.26759842584543,72.60368381711055,0.21480910956629293,0.4662943254371569,33.63648184040373
37.60882807810593,63.82093663307785,0.10384384358155557,2.9915994209193486,46.49476509450063
35.82175433040548,86.9727817509306,0.13578941859768673,-0.007285093847871988,46.24296420271629
27.760408438817592,83.97287502751837,-0.6383742879101547,1.0061889293419701,36.126522581249155
27.36372457369231,47.03484015477852,-0.5405282702041312,0.098195230257078,31.093474354407444
27.38425862809464,46.18651385237634,0.5265764266664518,-0.11866758382937119,33.28431503641174
28.95514915847399,61.94085150951223,-0.01977757692832752,1.1028917795853221,36.09957168887147
31.82183361121909,81.47489988518248,0.3407503486863122,-0.3483294530263816,41.654704713089565
30.615285242347504,89.4274258191725,0.014159188065230586,0.3208707768862835,41.045855759929985
28.785978822574545,51.76876009965877,0.014878069747872594,0.3860373674352163,34.52829464792371
32.954087631390934,71.73588219084608,0.46914190298799885,-0.8017085443716585,42.05855990356105
26.813420188476545,62.140088548395966,-0.25802236410868695,1.1904508194438272,33.387564632653984
28.797880430957836,88.64614790165714,0.04806038847049168,-0.20995170803449037,38.73102973428187
29.762703962817994,82.89535154110689,-0.23113764435252124,-0.9068941913914136,38.05253564806308
30.928909794821468,82.7247917120012,-0.2172481137161578,0.6438118122844843,39.87987038574373
35.207287498109174,66.09119219077365,-0.15458606173431969,-1.0781615781492446,41.85336876835828
27.595759168058677,63.666877605194934,0.11106688581685642,0.0338173888429539,34.8112658971021
31.685047699376952,57.30331823688178,-0.23937431083173866,-0.010942795973044253,37.54163274179239
32.701389395206554,47.53689734929172,0.6278780627867604,1.3030746789978938,39.748116892687385
25.60385536535997,83.9125069314774,-0.44730365110975195,0.5696378794559434,34.142109551042815
32.8980830747187,81.58054541085349,-0.09343582208067952,-0.0300323504941727,41.95743124160548
27.21681360793479,89.98729529787587,-0.21986552913708746,0.9813195590403445,37.177646131876024
25.845670708808633,89.84865766832574,0.7234889421768664,1.668249058820776,38.31233941780879
37.33551198429333,69.99442675211824,0.09827738825578732,0.6693723676222346,46.08508966538595
37.55321642996927,79.60443368312298,0.5159222697343174,0.012423143812056728,48.04814670656565
35.50916552551399,87.51445784470926,-0.742780186518486,-1.5742034788201915,43.259163700092685
28.95997899925382,83.23413258048352,0.13352513293462942,-1.278136395690447,37.876745566215064
26.26973748208299,56.1306645784439,0.4448153978117185,-0.3662696452256012,33.02355633055288
33.89502934465804,65.2744860889542,0.04114199463771209,-0.7314146425911398,41.10366684931296
30.721982418614818,50.81217368181727,0.5327401875326756,-0.2243655635825352,37.29238063454065
26.586497052982125,87.9322962266425,-0.2586442250501861,0.06797990987652859,35.786882002454284
31.437299831446513,72.27785855028961,0.70467372009279,0.635631305228077,41.46519511565411
25.44705077449784,55.28892624765582,1.1494490618096251,-0.08459853367090946,33.84148229345439
36.82116522702417,75.22653079826355,-0.18141928021982953,0.5838019725914423,45.34066337061562
28.36413976080022,72.81577082060531,-0.2227512607003859,0.07736929777214428,35.955724534007516
33.612789696601766,61.11732231147782,0.7266922385588505,-2.3705598796246456,41.29487012060163
29.052243989162342,50.11009164898331,0.7897860728653562,-1.1272024725825052,35.67465425731149
31.76088427531154,75.22079380167598,-0.26143001357663415,-0.17290506686593857,39.74606592528023
32.107233631462634,68.4138465406707,-0.21009340854792863,-1.451633691409329,38.74852976846386
27.40310792183185,79.75432762810377,-0.1408923044302536,0.7199144759954453,36.209581085798966
37.60460016093926,68.4073575500397,-0.6722252555171385,1.8369009988124367,44.853176829152204
35.07672670369449,83.3481675143343,-0.4593259732420991,1.46251422203678,44.284220704083566
37.21348624033446,69.83580774485185,-0.5020703833760339,-0.2561314451162496,44.192556685313356
36.632755555559434,70.24220871909239,-0.3838987825520642,1.7888713642199423,44.65475214196691
32.772699724544104,84.44941211962552,-0.01734244369339059,0.17840094864253386,42.415493186624545
36.984365055300515,63.15672897955787,0.11710736626826038,-0.4045031653416472,44.45608681441344
26.150402526674952,51.03068528027883,0.7752502464070384,-0.7360831962491277,32.855874554146624
27.54777721144889,46.29522043410025,-0.4991770203693955,-0.362963623785754,31.0981558983271
25.587954755836996,78.98117650531285,0.4921611992382919,-0.4658121822494745,35.187416560550226
29.229294299922437,72.91392981090591,-0.10699442211275448,0.20449946685058523,37.15533152238091
30.052804765963266,76.68358956446505,-0.024731854826216475,0.1926887772598375,38.66481424565698
28.527537413060646,54.58338726790098,0.3374097460833019,0.003655224184097363,34.99324035697727
35.773587618975085,51.13671640140464,-0.5613610107811493,0.5243258036956198,40.46240047399991
29.63779324701666,45.654509955054685,0.1912048730920253,1.4287755297436096,35.51879001409727
28.65214862593595,60.77644014629686,0.08322610410652805,1.1394649625295885,35.94112053844496
32.05504908105723,71.54629590845849,0.24622563200407455,-1.7818775621398841,39.89415745878592
26.832014924671913,62.650982029487956,0.14458432195390905,-3.064705361882346,32.82496609427159
35.428560749802514,64.6863714910678,1.2276500699554471,1.1211838934871283,46.047804599691695
25.96915836783702,85.68714125221868,-0.318869992125658,-1.6402544380985054,34.15751619941937
37.829530175806724,60.671496016048515,-0.2654984775009088,-0.26971848227122025,44.22577175154948
35.03918200085655,68.12952701219149,-0.3115702632123822,-1.4041356312712314,41.523795753481004
27.58330385994424,80.26438557335143,-0.27773855958012733,-2.1623765250960236,35.167977113931876
25.071787522606833,62.84442520445715,-0.31869356365325885,0.6497552738457456,31.174251153232177
35.600998569912846,72.9939015102543,0.5945082655537759,0.9109861923631761,45.863995584718964
34.18914547001902,83.80636689360352,0.7102521239949274,-0.6918124808720633,45.312279895396195
